Hmel200015o	12447	12771
Hmel200015o	14061	14314
Hmel200015o	14668	14766
Hmel200015o	14849	15168
Hmel200015o	15466	15814
Hmel200016o	1612	2955
Hmel200017o	2470	2964
Hmel200017o	10576	11322
Hmel200017o	12599	13126
Hmel200018o	1	181
Hmel200018o	607	1082
Hmel200018o	11145	11759
Hmel200022o	1	17
Hmel200022o	197	223
Hmel200022o	521	547
Hmel200022o	659	677
Hmel200022o	3344	3417
Hmel200022o	3344	3417
Hmel200022o	3720	3794
Hmel200022o	3720	3821
Hmel200022o	4301	4367
Hmel200022o	4301	4367
Hmel200023o	5486	5520
Hmel200023o	6294	6694
Hmel200023o	7241	7414
Hmel200023o	7615	7811
Hmel200024o	2735	3417
Hmel200024o	3831	4023
Hmel200024o	4056	4502
Hmel200026o	813	998
Hmel200026o	1535	1730
Hmel200026o	1789	1843
Hmel200026o	2100	2166
Hmel200026o	2283	2475
Hmel200026o	3092	3243
Hmel200026o	3706	3885
Hmel200026o	4822	4976
Hmel200026o	6274	6338
Hmel200026o	6779	6954
Hmel200026o	7130	7284
Hmel200027o	975	1298
Hmel200027o	4745	4934
Hmel200027o	5528	5647
Hmel200027o	6061	6176
Hmel200028o	8	430
Hmel200028o	768	966
Hmel200028o	1210	1355
Hmel200028o	1914	1994
Hmel200028o	2044	2217
Hmel200028o	2423	2491
Hmel200028o	3664	3812
Hmel200028o	4307	4446
Hmel200028o	4832	4978
Hmel200028o	5301	5482
Hmel200028o	5561	5905
Hmel200029o	2361	2496
Hmel200029o	2773	2987
Hmel200029o	3112	3243
Hmel200029o	4105	4227
Hmel200031o	1260	1613
Hmel200032o	1989	2110
Hmel200032o	2428	2524
Hmel200032o	4011	4028
Hmel200034o	1550	1926
Hmel200034o	2011	3700
Hmel200035o	264	335
Hmel200035o	687	825
Hmel200035o	1731	1826
Hmel200035o	2245	2351
Hmel200035o	2700	2806
Hmel200035o	3009	3117
Hmel200036o	2507	2881
Hmel200037o	69	136
Hmel200037o	1013	1196
Hmel200038o	506	1061
Hmel200038o	1503	1763
Hmel200038o	2147	2325
Hmel200038o	2466	2609
Hmel200039o	566	1372
Hmel200040o	4684	4794
Hmel200040o	5133	5329
Hmel200040o	6720	6879
Hmel200040o	8312	8376
Hmel200040o	8667	8932
Hmel200040o	9430	9554
Hmel200040o	11645	11762
Hmel200040o	12386	12519
Hmel200040o	12964	13116
Hmel200040o	13920	14050
Hmel200040o	14191	14256
Hmel200040o	14592	14649
Hmel200041o	37	246
Hmel200041o	1059	1161
Hmel200041o	1328	1636
Hmel200041o	1906	2499
Hmel200041o	8827	9168
Hmel200041o	13633	13700
Hmel200041o	14504	14717
Hmel200042o	540	684
Hmel200042o	1362	1510
Hmel200042o	1806	1982
Hmel200042o	2722	2955
Hmel200042o	3617	3712
Hmel200042o	4585	4690
Hmel200042o	4585	4690
Hmel200042o	5383	5451
Hmel200042o	5383	5451
Hmel200042o	5839	6068
Hmel200042o	5839	6068
Hmel200042o	6801	6977
Hmel200042o	6801	6977
Hmel200042o	7111	7232
Hmel200042o	7111	7232
Hmel200042o	7786	7906
Hmel200042o	7786	7960
Hmel200042o	9252	9347
Hmel200042o	9848	10087
Hmel200042o	9848	10087
Hmel200042o	11665	11841
Hmel200042o	11665	11841
Hmel200042o	12634	12797
Hmel200042o	12634	12797
Hmel200042o	13490	13640
Hmel200042o	13490	13640
Hmel200043o	456	580
Hmel200043o	655	782
Hmel200043o	865	1004
Hmel200043o	1393	1529
Hmel200043o	2728	2743
Hmel200043o	6023	6249
Hmel200043o	9339	9621
Hmel200043o	10953	11083
Hmel200043o	11158	11230
Hmel200044o	2321	3042
Hmel200044o	3597	4131
Hmel200044o	8239	8356
Hmel200044o	8694	8982
Hmel200044o	9327	9566
Hmel200044o	9867	9927
Hmel200044o	10186	10365
Hmel200046o	555	3809
Hmel200046o	5258	5315
Hmel200046o	6072	6794
Hmel200046o	7030	7170
Hmel200046o	7293	7528
Hmel200046o	8076	8156
Hmel200046o	8529	8936
Hmel200047o	1730	2139
Hmel200047o	3047	8180
Hmel200047o	8840	9133
Hmel200049o	16	313
Hmel200049o	903	1033
Hmel200049o	1319	1418
Hmel200049o	1543	1769
Hmel200049o	2799	2910
Hmel200049o	4938	5000
Hmel200049o	5211	5365
Hmel200049o	5639	5716
Hmel200049o	6520	6714
Hmel200049o	7498	7771
Hmel200050o	90	207
Hmel200050o	550	667
Hmel200050o	943	1180
Hmel200050o	1363	1498
Hmel200050o	1761	1987
Hmel200050o	3066	3197
Hmel200050o	3575	3663
Hmel200050o	4608	4790
Hmel200050o	5254	5386
Hmel200050o	5605	6222
Hmel200051o	1	426
Hmel200051o	888	948
Hmel200053o	3045	3292
Hmel200053o	3439	3646
Hmel200053o	4163	4357
Hmel200053o	5865	6081
Hmel200053o	6451	6660
Hmel200053o	6883	7065
Hmel200053o	7327	7475
Hmel200054o	599	1867
Hmel200054o	1945	3141
Hmel200054o	3149	3850
Hmel200055o	1839	1953
Hmel200055o	3167	3276
Hmel200055o	4858	5077
Hmel200055o	5399	5466
Hmel200058o	244	360
Hmel200058o	943	1135
Hmel200058o	1263	1357
Hmel200058o	1581	1736
Hmel200058o	1968	2101
Hmel200058o	2554	2828
Hmel200059o	514	666
Hmel200059o	869	1032
Hmel200059o	1895	2024
Hmel200059o	2538	2626
Hmel200059o	2803	3063
Hmel200059o	3468	3634
Hmel200059o	3899	4046
Hmel200059o	5398	5504
Hmel200059o	7047	7072
Hmel200060o	760	878
Hmel200060o	1551	1662
Hmel200061o	12	548
Hmel200061o	585	994
Hmel200061o	4016	4304
Hmel200061o	4650	5510
Hmel200061o	5762	5995
Hmel200061o	6064	6351
Hmel200061o	6440	6547
Hmel200061o	6628	7086
Hmel200062o	691	1060
Hmel200062o	2657	3396
Hmel200063o	1526	1632
Hmel200063o	1813	1926
Hmel200064o	2533	2544
Hmel200064o	4355	4568
Hmel200064o	4941	4988
Hmel200064o	6752	6921
Hmel200065o	687	2009
Hmel200065o	4153	5601
Hmel200067o	69	160
Hmel200067o	2806	3016
Hmel200067o	3238	3407
Hmel200067o	3899	4052
Hmel200067o	4493	4738
Hmel200067o	5068	5297
Hmel200067o	5667	5818
Hmel200067o	6186	6264
Hmel200068o	154	216
Hmel200068o	611	739
Hmel200068o	959	1099
Hmel200068o	1219	1491
Hmel200068o	1772	1903
Hmel200068o	2271	2485
Hmel200068o	5536	5667
Hmel200068o	6273	6527
Hmel200069o	2027	2170
Hmel200069o	2255	2449
Hmel200069o	4380	4536
Hmel200069o	5171	5382
Hmel200070o	2465	3112
Hmel200072o	1263	2209
Hmel200072o	2582	2809
Hmel200072o	3030	3291
Hmel200072o	3656	3955
Hmel200072o	4584	5522
Hmel200072o	5532	5831
Hmel200073o	168	378
Hmel200074o	1	62
Hmel200074o	1002	1221
Hmel200074o	1510	1566
Hmel200074o	2230	2418
Hmel200074o	2748	2803
Hmel200074o	2884	2949
Hmel200074o	4012	4150
Hmel200074o	4596	4663
Hmel200074o	5084	5111
Hmel200075o	1057	1572
Hmel200075o	3051	3132
Hmel200075o	3215	3270
Hmel200075o	3342	3461
Hmel200075o	3644	3751
Hmel200075o	4564	4717
Hmel200075o	5048	5076
Hmel200076o	1	139
Hmel200076o	253	404
Hmel200076o	1050	1147
Hmel200077o	784	890
Hmel200077o	1310	1440
Hmel200077o	1879	1986
Hmel200077o	2281	2435
Hmel200077o	3135	3170
Hmel200078o	510	793
Hmel200078o	964	1062
Hmel200078o	4102	4356
Hmel200080o	2552	2703
Hmel200080o	3210	3294
Hmel200081o	121	1137
Hmel200081o	3356	3938
Hmel200081o	4086	4743
Hmel200083o	1144	1303
Hmel200083o	1915	2126
Hmel200083o	3316	3541
Hmel200083o	4048	4304
Hmel200084o	290	305
Hmel200084o	974	1166
Hmel200084o	1595	1883
Hmel200084o	2215	2355
Hmel200084o	2743	3024
Hmel200084o	3111	3188
Hmel200085o	131	394
Hmel200085o	1211	1318
Hmel200085o	1419	1836
Hmel200085o	2172	2698
Hmel200086o	983	1165
Hmel200086o	1418	1558
Hmel200086o	1644	1667
Hmel200086o	2279	2431
Hmel200086o	2541	2630
Hmel200086o	3219	3348
Hmel200087o	1074	2003
Hmel200087o	2320	2441
Hmel200087o	3307	3466
Hmel200087o	3772	4167
Hmel200089o	2590	2826
Hmel200092o	2404	2502
Hmel200092o	2752	2910
Hmel200092o	3376	3417
Hmel200094o	122	263
Hmel200094o	2839	3276
Hmel200097o	3412	3555
Hmel200100o	2177	2349
Hmel200102o	2213	2409
Hmel200102o	2806	2880
Hmel200103o	79	792
Hmel200103o	1906	2241
Hmel200103o	2517	2732
Hmel200105o	2530	2904
Hmel200112o	1	415
Hmel200112o	496	1280
Hmel200112o	1564	1683
Hmel200114o	28	1017
Hmel200116o	1662	1966
Hmel200116o	2392	2461
Hmel200116o	2534	2782
Hmel200118o	140	297
Hmel200118o	931	1024
Hmel200118o	1550	1660
Hmel200119o	644	832
Hmel200119o	1166	1273
Hmel200119o	2401	2599
Hmel200121o	810	952
Hmel200121o	1355	1624
Hmel200122o	17	134
Hmel200124o	1678	1844
Hmel200125o	120	298
Hmel200125o	747	819
Hmel200126o	177	234
Hmel200126o	812	990
Hmel200126o	1514	1735
Hmel200126o	2048	2158
Hmel200128o	1	287
Hmel200129o	311	554
Hmel200129o	1268	1953
Hmel200130o	500	847
Hmel200130o	1021	1085
Hmel200130o	1474	1625
Hmel200130o	1740	1933
Hmel200133o	786	969
Hmel200134o	907	929
Hmel200134o	1316	1504
Hmel200134o	1662	1840
Hmel200135o	15	293
Hmel200135o	855	1033
Hmel200135o	1471	1672
Hmel200136o	465	713
Hmel200138o	1	70
Hmel200138o	390	509
Hmel200139o	722	828
Hmel200139o	1297	1405
Hmel200142o	1	140
Hmel200142o	928	1029
Hmel200143o	1	156
Hmel200143o	413	604
Hmel200145o	793	873
Hmel200145o	1162	1248
Hmel200145o	1563	1606
Hmel200148o	8	76
Hmel200150o	929	1111
Hmel200151o	8	121
Hmel200151o	1825	2054
Hmel200151o	2263	2402
Hmel200151o	2511	2595
Hmel200151o	2690	2855
Hmel200151o	3356	3497
Hmel200151o	5387	5592
Hmel200151o	5874	5876
Hmel200152o	917	1204
Hmel200153o	6	262
Hmel200153o	845	1029
Hmel200153o	1308	1431
Hmel200153o	1837	2089
Hmel200154o	3378	3568
Hmel200154o	4288	4394
Hmel200154o	4482	4586
Hmel200154o	5150	5304
Hmel200155o	4435	5069
Hmel200155o	5639	5850
Hmel200155o	6810	7070
Hmel200155o	7546	7907
Hmel200155o	11647	11749
Hmel200155o	12308	12414
Hmel200155o	13907	13997
Hmel200155o	14966	15068
Hmel200155o	17947	18115
Hmel200155o	23632	23689
Hmel200156o	697	699
Hmel200156o	998	1148
Hmel200156o	1389	1482
Hmel200156o	1694	1808
Hmel200156o	2363	2450
Hmel200156o	5417	5464
Hmel200159o	8	220
Hmel200159o	653	809
Hmel200159o	1497	1589
Hmel200159o	1760	1961
Hmel200159o	2249	2459
Hmel200159o	2749	2936
Hmel200159o	3142	3306
Hmel200159o	3449	3588
Hmel200159o	3985	4139
Hmel200160o	308	352
Hmel200160o	602	798
Hmel200160o	1034	1142
Hmel200160o	2624	2810
Hmel200162o	5087	5245
Hmel200162o	5800	5930
Hmel200162o	6594	6720
Hmel200162o	6872	7023
Hmel200162o	7584	7695
Hmel200162o	9275	9427
Hmel200162o	10033	10173
Hmel200162o	10375	10425
Hmel200164o	1	64
Hmel200164o	7341	7463
Hmel200164o	7860	8036
Hmel200164o	9345	9480
Hmel200166o	228	453
Hmel200167o	9266	9337
Hmel200167o	9861	10056
Hmel200167o	10423	10595
Hmel200167o	11065	11987
Hmel200171o	2707	2816
Hmel200171o	5102	5225
Hmel200171o	6015	6088
Hmel200171o	7787	7838
Hmel200171o	8441	8601
Hmel200171o	10617	10843
Hmel200171o	11311	11447
Hmel200171o	11640	11775
Hmel200172o	1	220
Hmel200172o	715	855
Hmel200172o	1253	1301
Hmel200172o	2186	2342
Hmel200172o	4238	4418
Hmel200172o	5313	5441
Hmel200172o	6037	6257
Hmel200172o	6749	6870
Hmel200172o	7015	7121
Hmel200172o	7776	7903
Hmel200172o	8317	8479
Hmel200172o	9357	9476
Hmel200175o	1072	1182
Hmel200175o	1606	1748
Hmel200175o	1974	2115
Hmel200175o	4361	4588
Hmel200176o	222	233
Hmel200176o	381	824
Hmel200180o	1016	1166
Hmel200180o	3932	4019
Hmel200180o	11417	11686
Hmel200180o	12208	12276
Hmel200183o	54	240
Hmel200183o	1034	1223
Hmel200183o	1540	1689
Hmel200183o	3518	3541
Hmel200183o	4179	4576
Hmel200183o	4886	5258
Hmel200185o	324	543
Hmel200185o	677	817
Hmel200186o	1	309
Hmel200186o	3084	3311
Hmel200186o	6917	7008
Hmel200186o	7295	7367
Hmel200188o	50	283
Hmel200188o	442	592
Hmel200189o	1272	1494
Hmel200189o	1661	2352
Hmel200189o	2627	2766
Hmel200189o	5095	5591
Hmel200189o	6284	6465
Hmel200189o	14466	14792
Hmel200190o	2821	3180
Hmel200190o	10039	10362
Hmel200190o	12040	12141
Hmel200190o	12608	12682
Hmel200190o	13187	13287
Hmel200190o	13631	13743
Hmel200190o	14080	14171
Hmel200195o	3194	3348
Hmel200195o	3871	3931
Hmel200196o	3433	3608
Hmel200196o	4773	4938
Hmel200196o	5438	5569
Hmel200196o	5798	5965
Hmel200196o	6756	6846
Hmel200196o	6940	7150
Hmel200196o	7225	7237
Hmel200197o	15327	16562
Hmel200198o	60	149
Hmel200198o	184	273
Hmel200198o	652	798
Hmel200198o	932	1108
Hmel200200o	1215	1607
Hmel200200o	2798	2956
Hmel200200o	3124	3494
Hmel200200o	3661	3862
Hmel200200o	3943	4095
Hmel200202o	75	334
Hmel200202o	981	1153
Hmel200202o	1716	1845
Hmel200202o	2075	2160
Hmel200202o	2514	2665
Hmel200202o	3008	3097
Hmel200202o	3667	3747
Hmel200202o	3858	4169
Hmel200204o	302	497
Hmel200205o	994	1887
Hmel200205o	5265	5462
Hmel200205o	6488	6704
Hmel200205o	7055	7109
Hmel200205o	7507	7639
Hmel200206o	4435	4456
Hmel200206o	7528	7660
Hmel200206o	7976	8184
Hmel200206o	8595	8710
Hmel200209o	1108	1268
Hmel200209o	1781	1833
Hmel200209o	2409	2488
Hmel200210o	17955	18015
Hmel200210o	18580	18726
Hmel200210o	19621	19811
Hmel200210o	20121	20352
Hmel200210o	20822	20962
Hmel200210o	21279	21600
Hmel200210o	22806	23092
Hmel200210o	24405	24601
Hmel200210o	25039	25222
Hmel200210o	25369	25573
Hmel200210o	25797	25990
Hmel200210o	26280	26448
Hmel200210o	26703	26847
Hmel200210o	26945	27148
Hmel200210o	27351	27537
Hmel200210o	27882	28034
Hmel200210o	28700	28762
Hmel200210o	29157	29285
Hmel200210o	29505	29645
Hmel200210o	29765	30037
Hmel200210o	30318	30607
Hmel200211o	664	835
Hmel200211o	1058	1228
Hmel200211o	3442	3639
Hmel200211o	5706	5900
Hmel200212o	1	886
Hmel200212o	2589	3121
Hmel200212o	3829	3921
Hmel200212o	4000	4099
Hmel200212o	4585	4786
Hmel200212o	4975	5080
Hmel200212o	5421	5634
Hmel200212o	6239	6364
Hmel200212o	6925	7043
Hmel200212o	7829	8115
Hmel200212o	8343	8472
Hmel200212o	8754	8913
Hmel200212o	9230	9387
Hmel200212o	9672	9888
Hmel200212o	10314	10359
Hmel200212o	10423	10778
Hmel200212o	10851	11170
Hmel200212o	11817	11877
Hmel200212o	11927	12135
Hmel200212o	12219	12405
Hmel200212o	12546	12698
Hmel200212o	12970	13250
Hmel200212o	13351	13556
Hmel200212o	14109	14230
Hmel200212o	14773	14819
Hmel200212o	14946	15259
Hmel200212o	15484	15522
Hmel200212o	15608	15650
Hmel200212o	15911	15948
Hmel200212o	16066	16159
Hmel200212o	16421	16556
Hmel200212o	16940	16949
Hmel200212o	17021	17277
Hmel200213o	797	874
Hmel200213o	797	874
Hmel200213o	1681	1704
Hmel200213o	2429	2513
Hmel200213o	2429	2513
Hmel200213o	2954	3082
Hmel200213o	2954	3082
Hmel200213o	4141	4238
Hmel200213o	4141	4238
Hmel200213o	4573	4815
Hmel200213o	4573	4815
Hmel200213o	5509	5611
Hmel200213o	5509	5611
Hmel200213o	6092	6279
Hmel200213o	6092	6279
Hmel200213o	6932	7116
Hmel200213o	6932	7116
Hmel200213o	7250	7428
Hmel200213o	7250	7428
Hmel200213o	9314	9468
Hmel200213o	9314	9468
Hmel200215o	706	859
Hmel200215o	1393	1556
Hmel200215o	2100	2405
Hmel200215o	3726	3837
Hmel200215o	6248	6406
Hmel200215o	10876	10934
Hmel200215o	12731	12915
Hmel200215o	13258	13348
Hmel200215o	13652	13901
Hmel200215o	14138	14278
Hmel200215o	14474	14568
Hmel200215o	14661	14828
Hmel200215o	15092	15261
Hmel200215o	15588	15807
Hmel200215o	16309	16473
Hmel200215o	17476	17640
Hmel200215o	17894	18112
Hmel200216o	2176	2532
Hmel200216o	2851	3050
Hmel200216o	3406	3541
Hmel200216o	4916	5010
Hmel200216o	5100	5233
Hmel200216o	5323	5542
Hmel200216o	5622	5766
Hmel200216o	6240	6341
Hmel200216o	6418	6529
Hmel200216o	6598	6791
Hmel200216o	7014	7242
Hmel200216o	7519	7639
Hmel200216o	7743	7923
Hmel200216o	8123	9958
Hmel200216o	13173	13705
Hmel200216o	14427	14519
Hmel200216o	14609	14708
Hmel200216o	15160	15349
Hmel200216o	15538	15643
Hmel200216o	15975	16188
Hmel200216o	16738	16863
Hmel200216o	17412	17530
Hmel200216o	18292	18578
Hmel200216o	18808	18937
Hmel200216o	19256	19415
Hmel200216o	19737	19894
Hmel200216o	20179	20395
Hmel200216o	20846	20891
Hmel200216o	20962	21317
Hmel200216o	21390	21575
Hmel200216o	22460	22682
Hmel200217o	3659	4052
Hmel200217o	4148	4609
Hmel200217o	5094	5247
Hmel200217o	5861	6017
Hmel200217o	7136	7471
Hmel200217o	8509	8832
Hmel200217o	12341	12462
Hmel200217o	12799	13038
Hmel200217o	14504	15594
Hmel200217o	16017	16801
Hmel200217o	17046	17384
Hmel200217o	17549	17802
Hmel200217o	17549	17802
Hmel200217o	18339	18935
Hmel200217o	18339	18958
Hmel200217o	19150	19354
Hmel200217o	19150	19354
Hmel200217o	19446	19571
Hmel200217o	19798	20333
Hmel200217o	20745	20875
Hmel200217o	21154	21834
Hmel200217o	22020	23153
Hmel200217o	25074	25089
Hmel200217o	25163	25362
Hmel200217o	25454	25462
Hmel200217o	25814	26233
Hmel200217o	28947	29092
Hmel200217o	29269	29651
Hmel200217o	29720	30051
Hmel200217o	30333	30779
Hmel200217o	30818	30904
Hmel200217o	31151	31456
Hmel200217o	33133	33894
Hmel200217o	33908	34132
Hmel200217o	34858	35605
Hmel200217o	35764	36296
Hmel200217o	50221	50768
Hmel200217o	51122	51695
Hmel200217o	52274	52413
Hmel200217o	52486	52840
Hmel200217o	57203	57430
Hmel200217o	57556	58402
Hmel200217o	58470	58861
Hmel200217o	60607	61464
Hmel200217o	61789	63440
Hmel200217o	65770	65950
Hmel200217o	66427	66606
Hmel200217o	68415	68523
Hmel200217o	68669	68937
Hmel200217o	69740	70655
Hmel200217o	70739	71394
Hmel200218o	6310	6774
Hmel200218o	8572	8598
Hmel200218o	8965	9447
Hmel200218o	17884	18449
Hmel200218o	18713	19097
Hmel200218o	19732	19853
Hmel200218o	22786	23278
Hmel200218o	23383	23682
Hmel200218o	30778	30879
Hmel200218o	31483	31753
Hmel200218o	31848	31924
Hmel200218o	34053	35825
Hmel200218o	36159	36194
Hmel200218o	38628	39785
Hmel200218o	40014	40884
Hmel200218o	41081	41124
Hmel200218o	41753	43531
Hmel200218o	45453	46076
Hmel200218o	51563	51788
Hmel200218o	53954	54246
Hmel200219o	2908	2993
Hmel200219o	3071	3239
Hmel200219o	6655	6705
Hmel200219o	7951	8169
Hmel200219o	15783	15926
Hmel200219o	16000	16097
Hmel200219o	16464	16779
Hmel200219o	16854	17100
Hmel200219o	17328	17516
Hmel200219o	18004	18428
Hmel200219o	19496	19756
Hmel200219o	19496	19786
Hmel200219o	20314	20380
Hmel200219o	20314	20380
Hmel200219o	20469	20473
Hmel200219o	20469	20473
Hmel200220o	189	724
Hmel200220o	1264	2014
Hmel200220o	2723	2986
Hmel200220o	5888	6511
Hmel200221o	214	416
Hmel200221o	1102	1201
Hmel200221o	2616	2818
Hmel200224o	34755	34827
Hmel200224o	39221	39432
Hmel200225o	12159	12339
Hmel200225o	15018	15235
Hmel200228o	1	370
Hmel200228o	767	1098
Hmel200228o	6326	6390
Hmel200228o	7452	7618
Hmel200228o	8926	9068
Hmel200228o	9381	9551
Hmel200228o	9704	9841
Hmel200230o	3209	3448
Hmel200231o	1400	1566
Hmel200231o	2020	2148
Hmel200231o	2430	2522
Hmel200231o	2683	2725
Hmel200232o	2949	3025
Hmel200232o	4152	4260
Hmel200232o	6436	6507
Hmel200232o	7625	7666
Hmel200232o	7881	8075
Hmel200232o	8447	8467
Hmel200233o	1	161
Hmel200233o	479	646
Hmel200233o	1398	1483
Hmel200233o	1734	1942
Hmel200233o	2288	2296
Hmel200233o	3634	3905
Hmel200233o	4248	4425
Hmel200234o	1625	1813
Hmel200234o	1967	2181
Hmel200234o	9371	11056
Hmel200236o	1	130
Hmel200236o	341	495
Hmel200236o	1259	1422
Hmel200236o	1887	2138
Hmel200236o	2289	2437
Hmel200236o	2720	2821
Hmel200236o	3070	3186
Hmel200236o	4675	5289
Hmel200238o	398	475
Hmel200238o	398	475
Hmel200238o	739	810
Hmel200238o	739	810
Hmel200238o	1328	1414
Hmel200238o	1328	1414
Hmel200238o	2754	2840
Hmel200238o	2754	2840
Hmel200238o	3390	3461
Hmel200238o	3390	3461
Hmel200238o	4015	4110
Hmel200238o	4015	4110
Hmel200238o	4632	4712
Hmel200238o	4632	4712
Hmel200238o	4964	5023
Hmel200238o	4964	5032
Hmel200238o	5297	5443
Hmel200238o	5297	5443
Hmel200238o	6225	6317
Hmel200238o	6225	6317
Hmel200238o	7748	7834
Hmel200238o	7748	7834
Hmel200238o	8972	9067
Hmel200238o	8972	9067
Hmel200238o	10314	10460
Hmel200238o	10314	10460
Hmel200238o	14138	14218
Hmel200238o	14138	14218
Hmel200238o	14305	14487
Hmel200238o	14305	14487
Hmel200238o	16693	16875
Hmel200238o	16693	16875
Hmel200238o	16956	17051
Hmel200238o	16956	17051
Hmel200238o	17440	17533
Hmel200238o	17440	17533
Hmel200238o	18079	18182
Hmel200238o	18079	18182
Hmel200238o	23895	24030
Hmel200238o	23895	24030
Hmel200238o	28400	28501
Hmel200238o	28400	28501
Hmel200239o	14834	14901
Hmel200239o	16347	16506
Hmel200239o	17815	18041
Hmel200239o	18925	19084
Hmel200239o	20148	20378
Hmel200239o	20847	20951
Hmel200239o	21421	21669
Hmel200239o	21967	22083
Hmel200239o	25374	25512
Hmel200239o	29511	29668
Hmel200240o	8728	8771
Hmel200240o	8893	9304
Hmel200242o	35210	35421
Hmel200242o	36027	36227
Hmel200242o	37316	37421
Hmel200242o	38261	38330
Hmel200242o	38721	38782
Hmel200242o	41794	42173
Hmel200242o	41794	42173
Hmel200242o	43324	43450
Hmel200242o	43327	43450
Hmel200242o	44005	44148
Hmel200242o	44005	44148
Hmel200242o	45500	45610
Hmel200242o	45500	45610
Hmel200242o	46532	46534
Hmel200242o	46532	46534
Hmel200243o	19239	19394
Hmel200243o	19607	19876
Hmel200244o	409	643
Hmel200245o	600	786
Hmel200245o	1506	1627
Hmel200246o	2535	2669
Hmel200246o	4464	4682
Hmel200248o	5058	5744
Hmel200248o	7643	8007
Hmel200248o	9439	9552
Hmel200248o	10117	10219
Hmel200248o	10464	10570
Hmel200248o	10791	10884
Hmel200248o	11048	11071
Hmel200249o	2104	2199
Hmel200249o	2544	2705
Hmel200249o	2897	2980
Hmel200249o	3317	3409
Hmel200249o	3513	3713
Hmel200249o	3945	4055
Hmel200250o	5189	5333
Hmel200250o	5449	5549
Hmel200250o	5635	5985
Hmel200251o	964	1138
Hmel200251o	1502	1721
Hmel200251o	1851	2132
Hmel200252o	807	952
Hmel200252o	807	952
Hmel200252o	1212	1340
Hmel200252o	1212	1340
Hmel200252o	1635	1843
Hmel200252o	1635	1843
Hmel200252o	2032	2137
Hmel200252o	2032	2137
Hmel200252o	2608	2816
Hmel200252o	2608	2816
Hmel200252o	3292	3484
